codgeo,libgeo,zonage_rur
02538,Nanteuil-Notre-Dame,tr1
02539,Nauroy,tr4
02540,Nesles-la-Montagne,tr5
02541,Neufchâtel-sur-Aisne,tr4
02542,Neuflieux,tr1
02543,Neuilly-Saint-Front,tr2
02544,Neuve-Maison,tr2
02545,La Neuville-Bosmont,tr3
02546,La Neuville-en-Beine,tr1
02547,La Neuville-Housset,tr1
02548,La Neuville-lès-Dorengt,tr1
02549,Neuville-Saint-Amand,tr4
02550,Neuville-sur-Ailette,tr3
02551,Neuville-sur-Margival,tr4
02552,Neuvillette,tr3
02553,Nizy-le-Comte,tr3
02554,Nogentel,tr5
02555,Nogent-l'Artaud,tr5
02556,Noircourt,tr1
02557,Noroy-sur-Ourcq,tr4
02558,Le Nouvion-en-Thiérache,tr2
02559,Nouvion-et-Catillon,tr2
02560,Nouvion-le-Comte,tr1
02561,Nouvion-le-Vineux,tr4
02562,Nouvron-Vingré,tr3
02563,Noyales,tr1
02564,Noyant-et-Aconin,tr4
02565,Œuilly,tr4
02566,Ognes,tr5
02567,Ohis,tr2
02568,Oigny-en-Valois,tr3
02569,Oisy,tr2
02570,Ollezy,tr1
02571,Omissy,tr5
02572,Orainville,tr4
02573,Orgeval,tr4
02574,Origny-en-Thiérache,tr2
02575,Origny-Sainte-Benoite,tr3
02576,Osly-Courtil,tr4
02577,Ostel,tr3
02578,Oulches-la-Vallée-Foulon,tr4
02579,Oulchy-la-Ville,tr1
02580,Oulchy-le-Château,tr2
02581,Paars,tr3
02582,Paissy,tr1
02583,Pancy-Courtecon,tr3
02584,Papleux,tr2
02585,Parcy-et-Tigny,tr3
02586,Parfondeval,tr1
02587,Parfondru,tr4
02588,Pargnan,tr4
02589,Pargny-Filain,tr3
02590,Pargny-la-Dhuys,tr1
02591,Pargny-les-Bois,tr3
02592,Parpeville,tr3
02593,Pasly,tr4
02594,Passy-en-Valois,tr3
02595,Passy-sur-Marne,tr2
02596,Pavant,tr4
02598,Pernant,tr4
02599,Pierremande,tr2
02600,Pierrepont,tr4
02601,Pignicourt,tr4
02602,Pinon,tr2
02604,Pithon,tr2
02605,Pleine-Selve,tr3
02606,Le Plessier-Huleu,tr1
02607,Ploisy,tr4
02608,Plomion,tr2
02609,Ployart-et-Vaurseine,tr4
02610,Pommiers,tr4
02612,Pont-Arcy,tr1
02613,Pontavert,tr4
02614,Pontru,tr4
02615,Pontruet,tr4
02616,Pont-Saint-Mard,tr3
02617,Pouilly-sur-Serre,tr3
02618,Prémont,tr2
02619,Prémontré,tr2
02620,Presles-et-Boves,tr2
02621,Presles-et-Thierny,tr4
02622,Priez,tr3
02623,Prisces,tr1
02624,Proisy,tr2
02625,Proix,tr1
02626,Prouvais,tr4
02627,Proviseux-et-Plesnoy,tr4
02628,Puiseux-en-Retz,tr3
02629,Puisieux-et-Clanlieu,tr1
02631,Quierzy,tr2
02632,Quincy-Basse,tr1
02633,Quincy-sous-le-Mont,tr3
02634,Raillimont,tr1
02635,Ramicourt,tr4
02636,Regny,tr4
02637,Remaucourt,tr4
02638,Remies,tr3
02639,Remigny,tr3
02640,Renansart,tr3
02641,Renneval,tr1
02642,Résigny,tr1
02643,Ressons-le-Long,tr3
02644,Retheuil,tr3
02645,Reuilly-Sauvigny,tr2
02647,Ribeauville,tr1
02648,Ribemont,tr3
02649,Rocourt-Saint-Martin,tr1
02650,Rocquigny,tr2
02651,Rogécourt,tr3
02652,Rogny,tr1
02653,Romeny-sur-Marne,tr5
02654,Romery,tr2
02655,Ronchères,tr1
02656,Roucy,tr4
02657,Rougeries,tr2
02658,Roupy,tr4
02659,Rouvroy,tr5
02660,Rouvroy-sur-Serre,tr1
02661,Royaucourt-et-Chailvet,tr4
02662,Rozet-Saint-Albin,tr2
02663,Rozières-sur-Crise,tr3
02664,Rozoy-Bellevalle,tr3
02665,Grand-Rozoy,tr1
02666,Rozoy-sur-Serre,tr2
02667,Saconin-et-Breuil,tr4
02668,Sains-Richaumont,tr2
02670,Saint-Algis,tr1
02671,Saint-Aubin,tr1
02672,Saint-Bandry,tr3
02673,Saint-Christophe-à-Berry,tr2
02674,Saint-Clément,tr1
02675,Sainte-Croix,tr4
02676,Saint-Erme-Outre-et-Ramecourt,tr3
02677,Saint-Eugène,tr2
02678,Sainte-Geneviève,tr1
02679,Saint-Gengoulph,tr3
02680,Saint-Gobain,tr2
02681,Saint-Gobert,tr2
02682,Saint-Mard,tr2
02683,Saint-Martin-Rivière,tr2
02684,Saint-Michel,tr2
02685,Saint-Nicolas-aux-Bois,tr3
02686,Saint-Paul-aux-Bois,tr2
02687,Saint-Pierre-Aigle,tr3
02688,Saint-Pierre-lès-Franqueville,tr2
02689,Saint-Pierremont,tr3
02690,Sainte-Preuve,tr1
02691,Saint-Quentin,tr5
02693,Saint-Rémy-Blanzy,tr1
02694,Saint-Simon,tr3
02695,Saint-Thibaut,tr4
02696,Saint-Thomas,tr3
02697,Samoussy,tr4
02698,Sancy-les-Cheminots,tr3
02699,Saponay,tr1
02701,Saulchery,tr5
02702,Savy,tr4
02703,Seboncourt,tr3
02704,Selens,tr1
02705,La Selve,tr1
02706,Septmonts,tr4
02707,Septvaux,tr1
02708,Sequehart,tr4
02709,Serain,tr2
02710,Seraucourt-le-Grand,tr4
02711,Serches,tr4
02712,Sergy,tr1
02713,Seringes-et-Nesles,tr2
02714,Sermoise,tr4
02715,Serval,tr3
02716,Servais,tr2
02717,Séry-lès-Mézières,tr4
02718,Silly-la-Poterie,tr3
02719,Sinceny,tr2
02720,Sissonne,tr2
02721,Sissy,tr4
02722,Soissons,tr5
02723,Soize,tr1
02724,Sommelans,tr1
02725,Sommeron,tr1
02726,Sommette-Eaucourt,tr2
02727,Sons-et-Ronchères,tr3
02728,Sorbais,tr1
02729,Soucy,tr3
02730,Soupir,tr1
02731,Le Sourd,tr1
02732,Surfontaine,tr1
02734,Taillefontaine,tr3
02735,Tannières,tr1
02736,Tartiers,tr4
02737,Tavaux-et-Pontséricourt,tr2
02738,Tergnier,tr5
02739,Terny-Sorny,tr4
02740,Thenailles,tr1
02741,Thenelles,tr3
02742,Thiernu,tr1
02743,Le Thuel,tr1
02744,Torcy-en-Valois,tr3
02745,Toulis-et-Attencourt,tr3
02746,Travecy,tr2
02747,Trefcon,tr4
02748,Trélou-sur-Marne,tr2
02749,Troësnes,tr3
02750,Trosly-Loire,tr2
02751,Trucy,tr3
02752,Tugny-et-Pont,tr3
02753,Tupigny,tr2
02754,Ugny-le-Gay,tr2
02755,Urcel,tr4
02756,Urvillers,tr4
02757,Vadencourt,tr2
02758,Vailly-sur-Aisne,tr3
02759,La Vallée-au-Blé,tr2
02760,La Vallée-Mulâtre,tr1
02761,Variscourt,tr4
02762,Vassens,tr3
02763,Vasseny,tr4
02764,Vassogne,tr3
02765,Vaucelles-et-Beffecourt,tr4
02766,Vaudesson,tr3
02767,Vauxrezis,tr4
02768,Vauxaillon,tr3
02769,Vaux-Andigny,tr2
02770,Vauxbuin,tr5
02772,Vaux-en-Vermandois,tr4
02773,Vauxtin,tr1
02774,Vendelles,tr4
02775,Vendeuil,tr4
02776,Vendhuile,tr3
02777,Vendières,tr4
02778,Vendresse-Beaulne,tr1
02779,Vénérolles,tr2
02780,Venizel,tr3
02781,Verdilly,tr2
02782,Le Verguier,tr4
02783,Grand-Verly,tr2
02784,Petit-Verly,tr2
02785,Vermand,tr4
02786,Verneuil-sous-Coucy,tr1
02787,Verneuil-sur-Serre,tr4
02788,Versigny,tr3
02789,Vervins,tr2
02790,Vesles-et-Caumont,tr3
02791,Veslud,tr4
02792,Veuilly-la-Poterie,tr4
02793,Vézaponin,tr3
02794,Vézilly,tr4
02795,Vic-sur-Aisne,tr2
02796,Vichel-Nanteuil,tr2
02797,Viel-Arcy,tr3
02798,Viels-Maisons,tr3
02799,Vierzy,tr3
02800,Viffort,tr3
02801,Vigneux-Hocquet,tr1
02802,La Ville-aux-Bois-lès-Dizy,tr1
02803,La Ville-aux-Bois-lès-Pontavert,tr4
02804,Villemontoire,tr4
02805,Villeneuve-Saint-Germain,tr5
02806,Villeneuve-sur-Fère,tr1
02807,Villequier-Aumont,tr2
02808,Villeret,tr4
02809,Villers-Agron-Aiguizy,tr3
02810,Villers-Cotterêts,tr5
02812,Villers-Hélon,tr1
02813,Villers-le-Sec,tr3
02814,Villers-lès-Guise,tr1
02815,Villers-Saint-Christophe,tr3
02816,Villers-sur-Fère,tr2
02817,Ville-Savoye,tr4
02818,Villiers-Saint-Denis,tr3
02819,Vincy-Reuil-et-Magny,tr1
02820,Viry-Noureuil,tr5
02821,Vivaise,tr4
02822,Vivières,tr3
02823,Voharies,tr1
02824,Vorges,tr4
02826,Voulpaix,tr2
02827,Voyenne,tr3
02828,Vregny,tr3
02829,Vuillery,tr4
02830,Wassigny,tr2
02831,Watigny,tr2
02832,Wiège-Faty,tr1
02833,Wimy,tr2
02834,Wissignicourt,tr3
03001,Abrest,tr5
03002,Agonges,tr3
03003,Ainay-le-Château,tr2
03004,Andelaroche,tr1
03005,Archignat,tr4
03006,Arfeuilles,tr1
03007,Arpheuilles-Saint-Priest,tr4
03008,Arronnes,tr3
03009,Aubigny,tr4
03010,Audes,tr4
03011,Aurouër,tr4
03012,Autry-Issards,tr3
03013,Avermes,tr5
03014,Avrilly,tr2
03015,Bagneux,tr4
03016,Barberier,tr2
03017,Barrais-Bussolles,tr1
03018,Bayet,tr2
03019,Beaulon,tr3
03020,Beaune-d'Allier,tr1
03021,Bègues,tr1
03022,Bellenaves,tr2
03023,Bellerive-sur-Allier,tr5
03024,Bert,tr1
03025,Bessay-sur-Allier,tr4
03026,Besson,tr4
03027,Bézenet,tr3
03028,Billezois,tr3
03029,Billy,tr3
03030,Biozat,tr3
03031,Bizeneuille,tr4
03032,Blomard,tr1
03033,Bost,tr4
03034,Boucé,tr2
03035,Le Bouchaud,tr1
03036,Bourbon-l'Archambault,tr3
03037,Braize,tr2
03038,Bransat,tr2
03039,Bresnay,tr4
03040,Bressolles,tr4
03041,Le Brethon,tr1
03042,Le Breuil,tr3
03043,Broût-Vernet,tr2
03044,Brugheas,tr4
03045,Busset,tr4
03046,Buxières-les-Mines,tr2
03047,La Celle,tr1
03048,Cérilly,tr2
03049,Cesset,tr2
03050,La Chabanne,tr1
03051,Chambérat,tr4
03052,Chamblet,tr4
03053,Chantelle,tr2
03054,Chapeau,tr4
03055,La Chapelaude,tr4
03056,La Chapelle,tr4
03057,La Chapelle-aux-Chasses,tr4
03058,Chappes,tr1
03059,Chareil-Cintrat,tr2
03060,Charmeil,tr4
03061,Charmes,tr1
03062,Charroux,tr2
03063,Chassenard,tr2
03064,Château-sur-Allier,tr2
03065,Châtel-de-Neuvre,tr4
03066,Châtel-Montagne,tr1
03067,Châtelperron,tr1
03068,Châtelus,tr1
03069,Châtillon,tr3
03070,Chavenon,tr1
03071,Chavroches,tr2
03072,Chazemais,tr3
03073,Chemilly,tr4
03074,Chevagnes,tr4
03075,Chezelle,tr1
03076,Chézy,tr4
03077,Chirat-l'Église,tr1
03078,Chouvigny,tr1
03079,Cindré,tr2
03080,Cognat-Lyonne,tr3
03081,Colombier,tr3
03082,Commentry,tr3
03083,Contigny,tr3
03084,Cosne-d'Allier,tr2
03085,Coulandon,tr4
03086,Coulanges,tr1
03087,Couleuvre,tr1
03088,Courçais,tr4
03089,Coutansouze,tr1
03090,Couzon,tr4
03091,Créchy,tr3
03092,Cressanges,tr4
03093,Creuzier-le-Neuf,tr5
03094,Creuzier-le-Vieux,tr5
03095,Cusset,tr5
03096,Deneuille-lès-Chantelle,tr2
03097,Deneuille-les-Mines,tr3
03098,Désertines,tr5
03099,Deux-Chaises,tr1
03100,Diou,tr2
03101,Domérat,tr5
03102,Dompierre-sur-Besbre,tr2
03103,Le Donjon,tr2
03104,Doyet,tr3
03105,Droiturier,tr1
03106,Durdat-Larequille,tr4
03107,Ébreuil,tr2
03108,Échassières,tr1
03109,Escurolles,tr3
03110,Espinasse-Vozelle,tr4
03111,Estivareilles,tr4
03112,Étroussat,tr2
03113,Ferrières-sur-Sichon,tr3
03114,La Ferté-Hauterive,tr4
03115,Fleuriel,tr1
03116,Fourilles,tr1
03117,Franchesse,tr1
03118,Gannat,tr2
03119,Gannay-sur-Loire,tr3
03120,Garnat-sur-Engièvre,tr3
03121,Gennetines,tr4
03122,Gipcy,tr3
03124,Gouise,tr4
03125,La Guillermie,tr1
03126,Hauterive,tr4
03127,Hérisson,tr2
03128,Huriel,tr4
03129,Hyds,tr3
03130,Isle-et-Bardais,tr1
03131,Isserpent,tr3
03132,Jaligny-sur-Besbre,tr2
03133,Jenzat,tr2
03134,Laféline,tr1
03135,Lalizolle,tr1
03136,Lamaids,tr4
03137,Langy,tr2
03138,Lapalisse,tr2
03139,Laprugne,tr1
03140,Lavault-Sainte-Anne,tr5
03141,Lavoine,tr3
03142,Lenax,tr1
03143,Lételon,tr2
03144,Liernolles,tr1
03145,Lignerolles,tr4
03146,Limoise,tr1
03147,Loddes,tr1
03148,Loriges,tr2
03149,Louchy-Montfand,tr2
03150,Louroux-Bourbonnais,tr1
03151,Louroux-de-Beaune,tr1
03152,Louroux-de-Bouble,tr1
03154,Luneau,tr1
03155,Lurcy-Lévis,tr2
03156,Lusigny,tr4
03157,Magnet,tr4
03158,Haut-Bocage,tr3
03159,Malicorne,tr3
03160,Marcenat,tr3
03161,Marcillat-en-Combraille,tr2
03162,Marigny,tr4
03163,Mariol,tr3
03164,Le Mayet-d'École,tr1
03165,Le Mayet-de-Montagne,tr2
03166,Mazerier,tr2
03167,Mazirat,tr3
03168,Meaulne-Vitray,tr2
03169,Meillard,tr3
03170,Meillers,tr3
03171,Mercy,tr4
03172,Mesples,tr3
03173,Molinet,tr2
03174,Molles,tr4
03175,Monestier,tr1
03176,Monétay-sur-Allier,tr3
03177,Monétay-sur-Loire,tr1
03178,Montaiguët-en-Forez,tr1
03179,Montaigu-le-Blin,tr2
03180,Montbeugny,tr4
03181,Montcombroux-les-Mines,tr1
03182,Monteignet-sur-l'Andelot,tr3
03183,Le Montet,tr2
03184,Montilly,tr4
03185,Montluçon,tr5
03186,Montmarault,tr2
03187,Montoldre,tr2
03188,Montord,tr2
03189,Montvicq,tr3
03190,Moulins,tr5
03191,Murat,tr2
03192,Nades,tr1
03193,Nassigny,tr4
03194,Naves,tr1
03195,Néris-les-Bains,tr4
03196,Neuilly-en-Donjon,tr1
03197,Neuilly-le-Réal,tr4
03198,Neure,tr2
03200,Neuvy,tr4
03201,Nizerolles,tr3
03202,Noyant-d'Allier,tr3
03203,Paray-le-Frésil,tr3
03204,Paray-sous-Briailles,tr2
03205,Périgny,tr3
03206,La Petite-Marche,tr1
03207,Pierrefitte-sur-Loire,tr2
03208,Le Pin,tr1
03209,Poëzat,tr2
03210,Pouzy-Mésangy,tr1
03211,Prémilhat,tr4
03212,Quinssaines,tr4
03213,Reugny,tr4
03214,Rocles,tr2
03215,Rongères,tr2
03216,Ronnet,tr3
03217,Saint-Angel,tr4
03218,Saint-Aubin-le-Monial,tr1
03219,Saint-Bonnet-de-Four,tr1
03220,Saint-Bonnet-de-Rochefort,tr2
03221,Saint-Bonnet-Tronçais,tr2
03222,Saint-Caprais,tr1
03223,Saint-Christophe,tr4
03224,Saint-Clément,tr1
03225,Saint-Désiré,tr3
03226,Saint-Didier-en-Donjon,tr1
03227,Saint-Didier-la-Forêt,tr3
03228,Saint-Éloy-d'Allier,tr1
03229,Saint-Ennemond,tr4
03230,Saint-Étienne-de-Vicq,tr4
03231,Saint-Fargeol,tr1
03232,Saint-Félix,tr4
03233,Saint-Genest,tr4
03234,Saint-Gérand-de-Vaux,tr3
03235,Saint-Gérand-le-Puy,tr3
03236,Saint-Germain-des-Fossés,tr3
03237,Saint-Germain-de-Salles,tr2
03238,Saint-Hilaire,tr2
03239,Saint-Léger-sur-Vouzance,tr1
03240,Saint-Léon,tr2
03241,Saint-Léopardin-d'Augy,tr3
03242,Saint-Loup,tr3
03243,Saint-Marcel-en-Murat,tr1
03244,Saint-Marcel-en-Marcillat,tr1
03245,Saint-Martin-des-Lais,tr1
03246,Saint-Martinien,tr4
03247,Saint-Menoux,tr4
03248,Saint-Nicolas-des-Biefs,tr1
03249,Saint-Palais,tr3
03250,Saint-Pierre-Laval,tr3
03251,Saint-Plaisir,tr3
03252,Saint-Pont,tr3
03253,Saint-Pourçain-sur-Besbre,tr3
03254,Saint-Pourçain-sur-Sioule,tr2
03255,Saint-Priest-d'Andelot,tr1
03256,Saint-Priest-en-Murat,tr1
03257,Saint-Prix,tr2
03258,Saint-Rémy-en-Rollat,tr4
03259,Saint-Sauvier,tr3
03260,Saint-Sornin,tr1
03261,Sainte-Thérence,tr4
03262,Saint-Victor,tr4
03263,Saint-Voir,tr3
03264,Saint-Yorre,tr3
03265,Saligny-sur-Roudon,tr1
03266,Sanssat,tr3
03267,Saulcet,tr2
03268,Saulzet,tr3
03269,Sauvagny,tr3
03270,Sazeret,tr1
03271,Serbannes,tr4
03272,Servilly,tr1
03273,Seuillet,tr3
03274,Sorbier,tr1
03275,Souvigny,tr4
03276,Sussat,tr1
03277,Target,tr1
03278,Taxat-Senat,tr1
03279,Teillet-Argenty,tr4
03280,Terjat,tr4
03281,Le Theil,tr3
03282,Theneuille,tr1
03283,Thiel-sur-Acolin,tr3
03284,Thionne,tr2
03285,Tortezais,tr1
03286,Toulon-sur-Allier,tr4
03287,Treban,tr3
03288,Treignat,tr3
03289,Treteau,tr3
03290,Trévol,tr4
03291,Trézelles,tr2
03292,Tronget,tr2
03293,Urçay,tr2
03294,Ussel-d'Allier,tr1
03295,Valignat,tr1
03296,Valigny,tr2
03297,Vallon-en-Sully,tr3
03298,Varennes-sur-Allier,tr2
03299,Varennes-sur-Tèche,tr1
03300,Vaumas,tr2
03301,Vaux,tr4
03302,Veauce,tr1
03303,Venas,tr3
03304,Vendat,tr4
03305,Verneix,tr4
03306,Le Vernet,tr5
03307,Verneuil-en-Bourbonnais,tr2
03308,Vernusse,tr1
03309,Le Veurdre,tr2
03310,Vichy,tr5
03311,Vicq,tr1
03312,Vieure,tr1
03313,Le Vilhain,tr1
03314,Villebret,tr4
03315,Villefranche-d'Allier,tr2
03316,Villeneuve-sur-Allier,tr4
03317,Viplaix,tr3
03319,Voussac,tr2
03320,Ygrande,tr2
03321,Yzeure,tr5
04001,Aiglun,tr2
04004,Allemagne-en-Provence,tr3
04005,Allons,tr1
04006,Allos,tr2
04007,Angles,tr1
04008,Annot,tr2
04009,Archail,tr1
04012,Aubenas-les-Alpes,tr1
04013,Aubignosc,tr2
04016,Authon,tr1
04017,Auzet,tr1
04018,Banon,tr2
04019,Barcelonnette,tr2
04020,Barles,tr1
04021,Barras,tr1
04022,Barrême,tr2
04023,Bayons,tr1
04024,Beaujeu,tr1
04025,Beauvezer,tr2
04026,Bellaffaire,tr3
04027,Bevons,tr1
04028,Beynes,tr1
04030,Blieux,tr1
04031,Bras-d'Asse,tr2
04032,Braux,tr1
04033,Ubaye-Serre-Ponçon,tr3
04034,La Brillanne,tr3
04035,Brunet,tr3
04036,Le Brusquet,tr2
04037,Le Caire,tr1
04039,Castellane,tr2
04040,Le Castellard-Mélan,tr1
04041,Le Castellet,tr3
04042,Castellet-lès-Sausses,tr1
04043,Val-de-Chalvagne,tr1
04045,Céreste,tr3
04046,Le Chaffaut-Saint-Jurson,tr2
04047,Champtercier,tr2
04049,Château-Arnoux-Saint-Auban,tr5
04050,Châteaufort,tr1
04051,Châteauneuf-Miravail,tr1
04053,Châteauneuf-Val-Saint-Donat,tr2
04054,Châteauredon,tr2
04055,Chaudon-Norante,tr1
04057,Clamensane,tr1
04058,Claret,tr3
04059,Clumanc,tr1
04061,Colmars,tr2
04062,La Condamine-Châtelard,tr1
04063,Corbières-en-Provence,tr4
04065,Cruis,tr2
04066,Curbans,tr4
04067,Curel,tr1
04068,Dauphin,tr3
04069,Demandolx,tr1
04070,Digne-les-Bains,tr5
04072,Draix,tr1
04073,Enchastrayes,tr2
04074,Entrages,tr1
04075,Entrepierres,tr1
04076,Entrevaux,tr2
04077,Entrevennes,tr3
04079,L'Escale,tr5
04081,Esparron-de-Verdon,tr1
04084,Estoublon,tr2
04085,Faucon-du-Caire,tr1
04086,Faucon-de-Barcelonnette,tr2
04087,Fontienne,tr1
04088,Forcalquier,tr5
04090,Le Fugeret,tr1
04091,Ganagobie,tr1
04092,La Garde,tr1
04093,Gigors,tr3
04094,Gréoux-les-Bains,tr3
04095,L'Hospitalet,tr1
04096,Jausiers,tr2
04097,La Javie,tr2
04099,Lambruisse,tr1
04101,Lardiers,tr1
04102,Le Lauzet-Ubaye,tr1
04104,Limans,tr1
04106,Lurs,tr2
04107,Majastres,tr1
04108,Malijai,tr2
04109,Mallefougasse-Augès,tr2
04110,Mallemoisson,tr2
04111,Mane,tr5
04112,Manosque,tr5
04113,Marcoux,tr2
04115,Méailles,tr1
04116,Les Mées,tr2
04118,Melve,tr1
04120,Val d'Oronaye,tr1
04121,Mézel,tr2
04122,Mirabeau,tr2
04123,Mison,tr2
04124,Montagnac-Montpezat,tr2
04126,Montclar,tr2
04127,Montfort,tr2
04128,Montfuron,tr4
04129,Montjustin,tr3
04130,Montlaux,tr2
04132,Montsalier,tr1
04133,Moriez,tr1
04134,La Motte-du-Caire,tr2
04135,Moustiers-Sainte-Marie,tr2
04136,La Mure-Argens,tr2
04137,Nibles,tr1
04138,Niozelles,tr3
04139,Noyers-sur-Jabron,tr2
04140,Les Omergues,tr1
04141,Ongles,tr1
04142,Oppedette,tr1
04143,Oraison,tr3
04144,La Palud-sur-Verdon,tr1
04145,Peipin,tr2
04148,Peyroules,tr1
04149,Peyruis,tr2
04150,Piégut,tr4
04151,Pierrerue,tr2
04152,Pierrevert,tr5
04154,Pontis,tr1
04155,Prads-Haute-Bléone,tr1
04156,Puimichel,tr3
04157,Puimoisson,tr2
04158,Quinson,tr2
04159,Redortiers,tr1
04160,Reillanne,tr3
04161,Méolans-Revel,tr1
04162,Revest-des-Brousses,tr1
04163,Revest-du-Bion,tr2
04164,Revest-Saint-Martin,tr1
04166,Riez,tr2
04167,La Robine-sur-Galabre,tr1
04169,La Rochegiron,tr1
04170,La Rochette,tr3
04171,Rougon,tr1
04172,Roumoules,tr2
04173,Saint-André-les-Alpes,tr2
04174,Saint-Benoît,tr1
04175,Sainte-Croix-à-Lauze,tr1
04176,Sainte-Croix-du-Verdon,tr1
04177,Hautes-Duyes,tr1
04178,Saint-Étienne-les-Orgues,tr2
04179,Saint-Geniez,tr1
04180,Saint-Jacques,tr2
04181,Saint-Jeannet,tr1
04182,Saint-Julien-d'Asse,tr3
04183,Saint-Julien-du-Verdon,tr1
04184,Saint-Jurs,tr1
04186,Saint-Laurent-du-Verdon,tr1
04187,Saint-Lions,tr1
04188,Saint-Maime,tr4
04189,Saint-Martin-de-Brômes,tr3
04190,Saint-Martin-les-Eaux,tr3
04191,Saint-Martin-lès-Seyne,tr1
04192,Saint-Michel-l'Observatoire,tr3
04193,Saint-Paul-sur-Ubaye,tr1
04194,Saint-Pierre,tr4
04195,Saint-Pons,tr2
04197,Sainte-Tulle,tr4
04199,Saint-Vincent-sur-Jabron,tr1
04200,Salignac,tr2
04201,Saumane,tr1
04202,Sausses,tr1
04203,Selonnet,tr2
04204,Senez,tr1
04205,Seyne,tr2
04206,Sigonce,tr2
04207,Sigoyer,tr1
04208,Simiane-la-Rotonde,tr1
04209,Sisteron,tr5
04210,Soleilhas,tr1
04211,Sourribes,tr1
04214,Tartonne,tr1
04216,Thèze,tr1
04217,Thoard,tr2
04218,Thorame-Basse,tr1
04219,Thorame-Haute,tr1
04220,Les Thuiles,tr2
04222,Turriers,tr1
04224,Ubraye,tr1
04226,Uvernet-Fours,tr2
04227,Vachères,tr1
04228,Valavoire,tr1
04229,Valbelle,tr1
04230,Valensole,tr3
04231,Valernes,tr1
04233,Vaumeilh,tr1
04234,Venterol,tr4
04235,Verdaches,tr1
04236,Vergons,tr1
04237,Le Vernet,tr1
04240,Villars-Colmars,tr2
04241,Villemus,tr3
04242,Villeneuve,tr5
04244,Volonne,tr5
04245,Volx,tr5
05001,Abriès-Ristolas,tr1
05003,Aiguilles,tr2
05004,Ancelle,tr3
05006,L'Argentière-la-Bessée,tr2
05007,Arvieux,tr1
05008,Aspremont,tr1
05009,Aspres-lès-Corps,tr3
05010,Aspres-sur-Buëch,tr3
05011,Avançon,tr4
05012,Baratier,tr2
05013,Barcillonnette,tr3
05014,Barret-sur-Méouge,tr1
05016,La Bâtie-Montsaléon,tr1
05017,La Bâtie-Neuve,tr4
05018,La Bâtie-Vieille,tr4
05019,La Beaume,tr1
05021,Le Bersac,tr2
05022,Bréziers,tr4
05023,Briançon,tr5
05024,Valdoule,tr1
05025,Buissard,tr3
05026,Ceillac,tr1
05027,Cervières,tr1
05028,Chabestan,tr1
05029,Chabottes,tr3
05031,Champcella,tr1
05032,Champoléon,tr3
05033,Chanousse,tr1
05035,Châteauneuf-d'Oze,tr4
05036,Châteauroux-les-Alpes,tr2
05037,Châteauvieux,tr4
05038,Château-Ville-Vieille,tr1
05039,Aubessagne,tr3
05040,Chorges,tr4
05044,Crévoux,tr1
05045,Crots,tr2
05046,Embrun,tr5
05047,Éourres,tr1
05048,L'Épine,tr1
05049,Esparron,tr3
05050,Espinasses,tr3
05051,Étoile-Saint-Cyrice,tr1
05052,Eygliers,tr2
05053,Garde-Colombe,tr2
05054,La Fare-en-Champsaur,tr4
05055,La Faurie,tr1
05056,Forest-Saint-Julien,tr4
05057,Fouillouse,tr4
05058,Freissinières,tr1
05059,La Freissinouse,tr4
05060,Furmeyer,tr4
05061,Gap,tr5
05062,Le Glaizil,tr3
05063,La Grave,tr2
05064,La Chapelle-en-Valgaudémar,tr1
05065,Guillestre,tr2
05066,La Haute-Beaume,tr1
05068,Jarjayes,tr4
05070,Laragne-Montéglin,tr2
05071,Lardier-et-Valença,tr4
05072,Laye,tr4
05073,Lazer,tr2
05074,Lettret,tr4
05075,Manteyer,tr4
05076,Méreuil,tr1
05077,Molines-en-Queyras,tr1
05078,Monêtier-Allemont,tr3
05079,Le Monêtier-les-Bains,tr2
05080,Montbrand,tr1
05081,Montclus,tr1
05082,Mont-Dauphin,tr2
05084,Montgardin,tr4
05085,Montgenèvre,tr2
05086,Montjay,tr1
05087,Montmaur,tr4
05089,Montrond,tr1
05090,La Motte-en-Champsaur,tr3
05091,Moydans,tr1
05092,Neffes,tr4
05093,Névache,tr1
05094,Nossage-et-Bénévent,tr1
05095,Le Noyer,tr3
05096,Orcières,tr2
05097,Orpierre,tr1
05098,Les Orres,tr1
05099,Oze,tr3
05100,Pelleautier,tr4
05101,Vallouise-Pelvoux,tr2
05102,La Piarre,tr1
05103,Le Poët,tr2
05104,Poligny,tr4
05106,Prunières,tr3
05107,Puy-Saint-André,tr2
05108,Puy-Saint-Eusèbe,tr2
05109,Puy-Saint-Pierre,tr2
05110,Puy-Saint-Vincent,tr2
05111,Puy-Sanières,tr2
05112,Rabou,tr4
05113,Rambaud,tr4
05114,Réallon,tr1
05115,Remollon,tr4
05116,Réotier,tr1
05117,Ribeyret,tr1
05118,Val Buëch-Méouge,tr2
05119,Risoul,tr2
05121,Rochebrune,tr4
05122,La Roche-de-Rame,tr2
05123,La Roche-des-Arnauds,tr4
05124,La Rochette,tr4
05126,Rosans,tr2
05127,Rousset,tr4
05128,Saint-André-d'Embrun,tr2
05129,Saint-André-de-Rosans,tr1
05130,Saint-Apollinaire,tr1
05131,Saint-Auban-d'Oze,tr3
05132,Saint-Bonnet-en-Champsaur,tr3
05133,Saint-Chaffrey,tr5
05134,Saint-Clément-sur-Durance,tr1
05135,Sainte-Colombe,tr1
